"Keywords"	"Section"	"Description"
"Western Cottonmouth"	"Description"	"The Western Cottonmouth, often called a Water Moccasin, is a heavy, thick-bodied snake. It is dark olive, brown, or black in color and usually has dark brown bands around the back and sides. These bands usually have serrated, saw-like edges. The bands are often difficult to see, and the snake's body may appears to be completely black. There is a dark stripe on both sides of the head that starts at the eye and runs backwards along the head, although this is not well defined as it is on the Florida Cottonmouth, and is often difficult to see. This stripe may be outlined on top by a lighter cream-colored pinstripe, and a contrasting lighter color below. The underside of the body is typically yellowish-white to a dark tan in color with dark blotches on it.
The Western Cottonmouth has elliptical pupils that look like cat's eyes and like all pit vipers, has a heat-sensing pit between the nostril and eye on each side of its head. The Western Cottonmouth has a large, triangular head that is wider than the neck when viewed from above.
Young Western Cottonmouths are brightly patterned and the tip of the tail on young Western Cottonmouths is yellow. The yellow tail is used to attract food. It is wiggled in a motion imitating a worm or caterpillar, which attract frogs, lizards, or other prey that the young Western Cottonmouth eats."
"Western Cottonmouth"	"Distribution"	"In the United States, the Western Cottonmouth is found in the southeastern states of Alabama, Arkansas, Georgia, Illinois, Indiana, Kentucky, Louisiana, Mississippi, Missouri, Oklahoma, Tennessee, and Texas."
"Western Cottonmouth"	"Notes"	"Although found in the southeastern United States, the Western Cottonmouth gets the Western in its name from the fact that its range extends farther to the west than the other two Cottonmouth found in the United States.
The Western Cottonmouth is typically found around freshwater such as lakes, ponds, rivers, and swamps. Along with the Eastern Cottonmouth and Florida Cottonmouth, it is one of only three venomous water snakes in North America.
When disturbed or threatened, the Western Cottonmouth with often coil up it's body, open its mouth wide, and show the white inside of its mouth as a defensive warning. The inside of the mouth looks like white cotton, which is where the cottonmouth gets its name. This defensive posture is often called gaping. One interesting fact about this display is that the fangs are typically not erect and showing, but remain retracted. This is a great example of the fact that the Cottonmouth has voluntary control over whether the fangs are erect or not when its mouth is opened.
The Western Cottonmouth is often thought of as an aggressive snake. This is partly due to the fact that they will often stand their ground, showing their defensive posture, rather than retreat. Truth is, they bite out of defense when they feel trapped or cornered, and are not an aggressive snake that will chase someone down.
Many people wrongly assume that any dark-colored snake near the water is a Cottonmouth. There are many different kinds of water snakes that live in the same areas as the Western Cottonmouth. There are ways to tell them apart. The Cottonmouth has elliptical pupils, which look like cat-eyes, whereas the other water snakes have round pupils. The Cottonmouth has heat-sensing pits between its eyes and nostrils, like all pit vipers. The other water snakes do not have heat-sensing pits. When the head is viewed from above, the eyes of the Cottonmouth cannot be seen, whereas the eyes of the water snake can be. The Western Cottonmouth swims with its head well out of the water, whereas water snakes swim with their heads in the water."
"Western Cottonmouth"	"state"	"Alabama,Arkansas,Georgia,Illinois,Indiana,Kentucky,Louisiana,Mississippi,Missouri,Oklahoma,Tennessee,Texas"
"Western Diamondback Rattlesnake"	"Class"	"Animals"
"Western Diamondback Rattlesnake"	"Category"	"Snake"
"Western Diamondback Rattlesnake"	"Scientific_name"	"Crotalus atrox"
"Western Diamondback Rattlesnake"	"Size"	"The average size of a mature Western Diamondback Rattlesnake is 3 - 5 feet in length, with some getting as large as 7 feet. The Western Diamondback Rattlesnake is the largest rattlesnake in the western United States."
"Western Diamondback Rattlesnake"	"Description"	"The Western Diamondback Rattlesnake is a heavy, thick-bodied snake. The body of the snake varies in color and can be yellowish grey, grey, tan, or pinkish and has dark diamond-shaped blotches that form a pattern along the snake's spine. The diamonds are outlined in a cream color. The diamond pattern often fades near the tail and turns into a banding pattern of broad black and white rings at the tail. The end of the tail has a rattle on it.
There is a dark cheek-stripe on both sides of the head that starts at the eye and runs diagonally down and backwards through the corner of mouthline. This stripe is outlined on both sides by cream-colored stripes. The underside of the body is typically creamy off-white in color.
The Western Diamondback Rattlesnake has elliptical pupils that look like cat's eyes and like all pit vipers, has a heat-sensing pit between the nostril and eye on each side of its head. The Western Diamondback Rattlesnake has a large, triangular head that is wider than the neck when viewed from above."
"Western Diamondback Rattlesnake"	"Distribution"	"In the United States, the Western Diamondback Rattlesnake is found in Arizona, Arkansas, California, New Mexico, Oklahoma, and Texas."
"Western Diamondback Rattlesnake"	"state"	"Arizona,Arkansas,California,New Mexico,Oklahoma,Texas"
"Western Massasauga"	"Class"	"Animals"
"Western Massasauga"	"Category"	"Snake"
"Western Massasauga"	"Scientific_name"	"Sistrurus catenatus tergeminus"
"Western Massasauga"	"Size"	"The average size of a mature Western Massasauga is 1.5 - 2.5 feet in length. The largest one ever recorded is 34.75 inches."
"Western Massasauga"	"Description"	"The Western Massasauga is a heavy-bodied snake. The body of the snake is light grey. The snake is marked by dark brown blotches along its spine, and two or three rows of dark brown on its sides. The blotches are sometimes outlined in black and often form into crossbands near the tail. The belly of the Western Massasauga is mostly white or cream with scattered black markings. The end of the tail has a rattle on it.
There is a cheek-stripe on both sides of the head that starts at the eye and runs diagonally down and backwards to the jaw. The top of the head is marked by two stripes that continue on to the neck.
The Western Massasauga is categorized as one of several primitive rattlesnakes in the genus Sistrurus. Unlike other rattlesnakes, these rattlesnakes have 9 enlarged scales on the top of their head.
The Western Massasauga has elliptical pupils that look like cat's eyes and like all pit vipers, has a heat-sensing pit between the nostril and eye on each side of its head. The Western Massasauga has a large, triangular head that is wider than the neck when viewed from above."
"Western Massasauga"	"Distribution"	"In the United States, the Western Massasauga is found in Colorado, Iowa, Kansas, Missouri, Nebraska, Oklahoma, and Texas."
"Western Massasauga"	"state"	"Colorado,Iowa,Kansas,Missouri,Nebraska,Oklahoma,Texas"
"Western Pygmy Rattlesnake"	"Class"	"Animals"
"Western Pygmy Rattlesnake"	"Category"	"Snake"
"Western Pygmy Rattlesnake"	"Scientific_name"	"Sistrurus miliarius streckeri"
"Western Pygmy Rattlesnake"	"Size"	"The average size of a mature Western Pygmy Rattlesnake is 1 - 2 feet in length."
"Western Pygmy Rattlesnake"	"Description"	"The Western Pygmy Rattlesnake, often called the \Ground Rattler\, is a heavy-bodied snake. The body of the snake is tan, grey, or even reddish. A red or rust colored stripe often runs along the spine. The snake is marked by dark brown or black blotches along its spine that appear to cover the red stripe. There is also one or two rows of dark brown or black blotches on its sides. There is a dark cheek-stripe on both sides of the head that starts at the eye and runs diagonally down and backwards to the jaw above the mouthline. The bottom of the cheek-stripe is often edged in white. The top of the head is often marked by two stripes that continue on to the neck. The end of the tail has a small rattle on it that is seldom lounder than a buzzing insect, and is often not heard or even seen.
The Western Pygmy Rattlesnake is categorized as one of several primitive rattlesnakes in the genus Sistrurus. Unlike other rattlesnakes, these rattlesnakes have 9 enlarged scales on the top of their head.
The Western Pygmy Rattlesnake has elliptical pupils that look like cat's eyes and like all pit vipers, has a heat-sensing pit between the nostril and eye on each side of its head. The Western Pygmy Rattlesnake has a large, triangular head that is wider than the neck when viewed from above."
"Western Pygmy Rattlesnake"	"Distribution"	"In the United States, the Western Pygmy Rattlesnake is found in Alabama, Arkansas, Kentucky, Louisiana, Mississippi, Missouri, Oklahoma, Tennessee, and Texas"
"Western Pygmy Rattlesnake"	"state"	"Alabama,Arkansas,Kentucky,Louisiana,Mississippi,Missouri,Oklahoma,Tennessee,Texas"
"Western Twin Spotted Rattlesnake"	"Class"	"Animals"
"Western Twin Spotted Rattlesnake"	"Category"	"Snake"
"Western Twin Spotted Rattlesnake"	"Scientific_name"	"Crotalus pricei pricei"
"Western Twin Spotted Rattlesnake"	"Size"	"The average size of a mature Western Twin Spotted Rattlesnake is 1 - 2 feet."
